StorageId,PlantCode,PlantName,StorageType,State,County,LoadZone,Zone,PowerMW,EnergyMWh,AssignedBus,PlantLatitude,PlantLongitude,AssignedBusLatitude,AssignedBusLongitude,MappingMethod,DataSource
S95,63398,Kearsarge Amesbury Hybrid,BES,MA,Essex,NEMA/Boston,SENE,1.5,3.8,117,42.837376,-70.938673,42.532804,-70.875838,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S96,65114,196 Tremont St(CSG),BES,MA,Plymouth,SEMA,SENE,1.5,8.0,219,41.842933,-70.730697,41.844544,-70.705984,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S97,63264,Partridge Hill Solar Hybrid,BES,MA,Worcester,WCMA,ROP,1.3,1.5,24,42.1189,-71.9371,42.147471,-72.140537,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S98,63472,Cycz Solar Project CSG Hybrid,BES,MA,Worcester,WCMA,ROP,1.3,2.5,24,42.218,-71.9761,42.147471,-72.140537,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S99,64620,Kearsarge Montague BD(CSG),BES,MA,Franklin,WCMA,ROP,1.3,5.1,146,42.585933,-72.558011,42.601363,-72.539648,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S100,68493,Central Heating Plant,BES,MA,Hampshire,WCMA,ROP,1.3,1.3,249,42.390084,-72.537141,42.266011,-72.545972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S101,63468,Hurteau Solar Project Hybrid,BES,MA,Worcester,SEMA,SENE,1.3,1.5,87,42.0248,-71.5925,41.793152,-71.203873,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S102,68773,Apollo,BES,MA,Bristol,SEMA,SENE,1.3,2.8,79,41.67911,-70.89435,41.715993,-70.997341,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S103,60562,GMP Solar - Panton Hybrid,BES,VT,Addison,VT,NNE,1.0,4.0,40,44.085795,-73.195385,43.901285,-72.998387,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S104,61730,MA Solar Storage 1 Hybrid,BES,MA,Worcester,WCMA,ROP,1.0,2.0,250,42.450729,-71.742627,42.253576,-72.210192,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S105,64231,Hadley 3 Solar (North),BES,MA,Hampshire,WCMA,ROP,1.0,4.4,249,42.35885,-72.542595,42.266011,-72.545972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S106,65650,Brockelman Road Solar 2,BES,MA,Worcester,WCMA,ROP,1.0,1.7,250,42.48392,-71.71081,42.253576,-72.210192,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S107,66076,Electric Avenue Lunenburg Solar 1,BES,MA,Worcester,WCMA,ROP,1.0,1.0,176,42.58617,-71.75287,42.571301,-72.232797,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S108,67577,Monument Valley,BES,MA,Berkshire,WCMA,ROP,1.0,2.2,98,42.252992,-73.332066,42.453273,-72.718177,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S109,62835,Acushnet Ball Plant 2,BES,MA,Bristol,SEMA,SENE,1.0,2.0,79,41.7197,-70.97138,41.715993,-70.997341,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S110,65054,71 Charlotte Furnace Rd Hybrid(CSG),BES,MA,Plymouth,SEMA,SENE,1.0,5.4,219,41.797106,-70.741597,41.844544,-70.705984,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S111,65669,Faunce Corner Community Solar,BES,MA,Bristol,SEMA,SENE,1.0,3.9,79,41.672831,-70.989503,41.715993,-70.997341,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S112,65670,Ventura,BES,MA,Bristol,SEMA,SENE,1.0,5.0,79,41.668886,-70.991383,41.715993,-70.997341,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S113,66075,Blacksmith Road Solar 1,BES,MA,Barnstable,SEMA,SENE,1.0,3.3,42,41.60169,-70.605,41.753927,-70.556972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S114,67242,5 Berry,BES,MA,Norfolk,SEMA,SENE,1.0,7.5,87,42.021,-71.342,41.793152,-71.203873,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S115,67457,665 Scenic Highway,BES,MA,Barnstable,SEMA,SENE,1.0,31.0,42,41.77,-70.571,41.753927,-70.556972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S116,67464,1 Commercial,BES,MA,Norfolk,NEMA/Boston,SENE,1.0,2.0,28,42.115,-71.237,42.188368,-71.224574,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S117,65154,UMass PV Lot 22,BES,MA,Hampshire,WCMA,ROP,0.9,4.3,249,42.393012,-72.52023,42.266011,-72.545972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S118,64170,"BWC Muddy Brook, LLC Hybrid",BES,MA,Worcester,NEMA/Boston,SENE,0.9,1.8,220,42.0966,-71.5054,42.184993,-71.342952,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S119,60607,CMEEC - Polaris Park Solar Hybrid,BES,CT,New London,CT,ROP,0.8,3.3,136,41.381256,-72.076886,41.400469,-72.137838,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S120,60609,CMEEC - Norwich Stott St Solar Hybrid,BES,CT,New London,CT,ROP,0.8,3.0,105,41.576946,-72.104609,41.51498,-72.15454,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S121,64619,Kearsarge Upper Union,BES,MA,Norfolk,NEMA/Boston,SENE,0.8,3.9,203,42.050281,-71.391284,42.180223,-71.284856,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S122,64187,ZPD-PT Solar Project 2017-021 LLC Hybrid,BES,MA,Hampden,WCMA,ROP,0.7,2.5,200,42.1,-72.47,42.179254,-72.45607,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S123,64140,"BWC Stony Brook, LLC Hybrid",BES,MA,Middlesex,NEMA/Boston,SENE,0.7,1.4,234,42.6375,-71.4036,42.580492,-71.18972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S124,61186,Boston Medical Center CHP Plant,BES,MA,Suffolk,NEMA/Boston,SENE,0.6,1.1,156,42.334651,-71.074171,42.325894,-70.974674,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S125,67241,401 South,BES,MA,Berkshire,WCMA,ROP,0.5,2.0,98,42.464,-73.184,42.453273,-72.718177,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S126,62835,Acushnet Ball Plant 2,BES,MA,Bristol,SEMA,SENE,0.5,1.0,79,41.7197,-70.97138,41.715993,-70.997341,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S127,64980,UMass Boston,BES,MA,Suffolk,NEMA/Boston,SENE,0.5,2.1,156,42.312977,-71.036368,42.325894,-70.974674,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S128,60815,Hampshire College Hybrid,BES,MA,Hampshire,WCMA,ROP,0.3,0.5,249,42.37686,-72.46914,42.266011,-72.545972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S129,60815,Hampshire College Hybrid,BES,MA,Hampshire,WCMA,ROP,0.3,0.5,249,42.37686,-72.46914,42.266011,-72.545972,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
S130,64760,Ocean State BTM,BES,RI,Providence,RI,SENE,0.1,10.0,163,41.938,-71.685,41.937508,-71.57164,"Scored HOPE bus selection in same load zone using storage plant coordinates, grid strength, corridor proximity, and occupancy penalty",EIA-860 2024 Operable energy storage + Plant sheet
